Sample Time,Sample #,Main Batt,Vtherm,Vint,Vext Ref,Iso Batt,Controller Temp,pH Temp,Pressure (dBar),pH Int,pH Ext,Counter Leak,Substrate Leak,P/N,S/N,Oxygen uM,O2 Sat,Optode Temp,SBE Temp,Conductivity,Salinity,Unnamed: 22,O2_corr uM,pH Int recalc,pH Ext recalc
2020-02-05 17:30:25,#0000676,17.57,1.38434,0.069477,-0.8739129999999999,5.74,14.16,13.6,5.026370091340287,8.47357,   -inf,0.0,1.2842,4835,496,300.746,92.96,13.77,13.7596,4.00471,33.4517,,244.51149550389377,8.28276910821742,8.161077715111448
2020-02-05 18:00:25,#0000677,17.57,1.38228,0.069356,-0.874872,5.73,14.13,13.654000000000002,4.909452962309981,8.470894,   -inf,0.0,1.2842,4835,496,301.63599999999997,93.436,13.867,13.8822,4.0182400000000005,33.4706,,245.25337858537907,8.279797550451995,8.142603241723725
2020-02-05 18:30:25,#0000678,17.57,1.3807399999999999,0.070913,-0.8753549999999999,5.73,14.26,13.694,4.785535833279676,8.497844,   -inf,0.0,1.2745,4835,496,301.877,93.564,13.892999999999999,13.8806,4.01952,33.4839,,245.42748183466526,8.30714722523957,8.134336042795889
2020-02-05 19:00:25,#0000679,17.57,1.38123,0.068997,-0.875017,5.73,14.23,13.681,4.709618704249371,8.464312,   -inf,0.0,1.2809,4835,496,302.527,93.698,13.86,13.883,4.01484,33.4383,,246.02585641330964,8.273488570874441,8.139586215928205
2020-02-05 19:30:25,#0000680,17.57,1.38681,0.070853,-0.871733,5.73,14.15,13.536,4.584701575219065,8.498412,   -inf,0.0,1.2817,4835,496,309.64599999999996,95.529,13.683,13.646,3.98464,33.3636,,251.83591997697465,8.307734871042756,8.199898329089653
2020-02-05 20:00:25,#0000681,17.57,1.386,0.07160599999999999,-0.8733290000000001,5.73,14.09,13.557,4.534784446188759,8.511438,   -inf,0.0,1.2896,4835,496,311.921,96.36200000000001,13.745,13.7403,3.9936800000000003,33.3658,,253.72044636821065,8.32030290937199,8.170415444612626
2020-02-05 20:30:25,#0000682,17.57,1.38362,0.070653,-0.873969,5.74,14.16,13.619000000000002,4.405867317158454,8.494043,   -inf,0.0,1.285,4835,496,313.132,96.89299999999999,13.819,13.8173,4.00181,33.3743,,254.72222890896214,8.303023786219985,8.158097935093672
2020-02-05 21:00:25,#0000683,17.57,1.38315,0.071224,-0.871276,5.74,14.17,13.630999999999998,4.316950188128148,8.503957000000002,   -inf,0.0,1.2833,4835,496,312.816,96.79,13.815999999999999,13.7784,3.99994,33.3909,,254.42247038023115,8.313324865725573,8.206239889153652
2020-02-05 21:30:25,#0000684,17.57,1.38476,0.07197100000000001,-0.874193,5.73,14.15,13.59,4.263033059097843,8.517513000000001,   -inf,0.0,1.2807,4835,496,311.295,96.223,13.770999999999999,13.7564,3.9962,33.3751,,253.20091961579357,8.326601166181677,8.155119991076447
2020-02-05 22:00:25,#0000685,17.57,1.38295,0.071707,-0.873576,5.74,14.15,13.637,4.183115930067538,8.512389,   -inf,0.0,1.2819,4835,496,313.777,97.13600000000001,13.839,13.8325,4.00235,33.3662,,255.26409771408967,8.321427482239775,8.164648446209608
2020-02-05 22:30:25,#0000686,17.56,1.38268,0.073051,-0.870468,5.73,14.21,13.642999999999999,4.134198801037232,8.535931,   -inf,0.0,1.2771,4835,496,313.812,97.13,13.831,13.8068,3.99969,33.3638,,255.28553293533565,8.345213279630979,8.219599864553285
2020-02-05 23:00:25,#0000687,17.56,1.37955,0.073311,-0.872923,5.73,14.22,13.725,4.130281672006927,8.539663000000001,   -inf,0.0,1.275,4835,496,314.082,97.443,13.937999999999999,13.938,4.0128,33.3714,,255.5464092315662,8.34884282433259,8.174545566978228
2020-02-05 23:30:25,#0000688,17.56,1.38066,0.071016,-0.8742610000000001,5.73,14.24,13.696,4.150364542976621,8.499641,   -inf,0.0,1.2774,4835,496,311.45099999999996,96.491,13.874,13.8523,4.0048900000000005,33.3725,,253.36965824423066,8.309153868445783,8.152401390643401
2020-02-06 00:00:25,#0000689,17.56,1.37958,0.073312,-0.872942,5.74,14.23,13.724,4.212447413946315,8.539682,   -inf,0.0,1.2768,4835,496,312.957,97.057,13.921,13.9126,4.0099800000000005,33.3673,,254.62793971277262,8.349041685601117,8.17454961164419
2020-02-06 00:30:25,#0000690,17.56,1.37839,0.073296,-0.871898,5.74,14.28,13.755,4.2615302849160095,8.539075,   -inf,0.0,1.2728,4835,496,313.986,97.448,13.954,13.9298,4.01079,33.36,,255.4841010890284,8.348638019387815,8.192505745948633
2020-02-06 01:00:25,#0000691,17.56,1.3763,0.07318999999999999,-0.8731549999999999,5.73,14.25,13.809000000000001,4.340613155885704,8.536645,   -inf,0.0,1.2765,4835,496,315.70799999999997,98.11200000000001,14.014000000000001,13.999,4.01892,33.3752,,256.8899348417439,8.346283831964811,8.169576926871548
2020-02-06 01:30:25,#0000692,17.56,1.3753799999999998,0.072176,-0.872656,5.73,14.34,13.833,4.444696026855397,8.518588000000001,   -inf,0.0,1.2716,4835,496,318.39,98.979,14.03,14.0204,4.01941,33.3612,,259.10440294760616,8.328335641129398,8.17780223000175
2020-02-06 02:00:25,#0000693,17.56,1.37258,0.072986,-0.871836,5.74,14.42,13.905999999999999,4.556778897825093,8.532053999999999,   -inf,0.0,1.2674,4835,496,317.435,98.889,14.125,14.075,4.02281,33.3453,,258.3759676891618,8.342162812698115,8.191112812647452
2020-02-06 02:30:25,#0000694,17.56,1.36681,0.072505,-0.8741559999999999,5.73,14.55,14.057,4.697861768794787,8.522051,   -inf,0.0,1.2595,4835,496,316.719,99.029,14.293,14.2927,4.05282,33.4337,,257.74223788096987,8.332182441964083,8.148283417363455
2020-02-06 03:00:25,#0000695,17.56,1.36394,0.074149,-0.871441,5.75,14.6,14.132,4.796944639764481,8.55012,   -inf,0.0,1.2591,4835,496,316.295,99.021,14.35,14.3357,4.05262,33.3946,,257.4777555590578,8.360698986318644,8.194658035904402
2020-02-06 03:30:25,#0000696,17.55,1.35913,0.071764,-0.8724799999999999,5.74,14.71,14.258,4.888027510734176,8.506981,   -inf,0.0,1.2478,4835,496,313.92900000000003,98.581,14.49,14.4782,4.0761199999999995,33.4873,,255.46374349717377,8.31788785386815,8.17553313492134
2020-02-06 04:00:25,#0000697,17.55,1.35617,0.07280299999999999,-0.873589,5.73,14.78,14.335,4.97411038170387,8.524410000000001,   -inf,0.0,1.2484,4835,496,311.184,97.865,14.558,14.5646,4.08281,33.4739,,253.28620841454514,8.33548177176869,8.154568671702792
2020-02-06 04:30:25,#0000698,17.55,1.35428,0.07233400000000001,-0.874549,5.73,14.86,14.385,4.968193252673565,8.515659,   -inf,0.0,1.2401,4835,496,309.939,97.555,14.597000000000001,14.5827,4.08737,33.5,,252.23939338471786,8.32713885740679,8.13784174790002
2020-02-06 05:00:25,#0000699,17.55,1.3547200000000001,0.070469,-0.872743,5.74,14.85,14.373,4.97827612364326,8.4831,   -inf,0.0,1.2439,4835,496,310.506,97.66,14.562000000000001,14.5511,4.0836,33.4929,,252.6993650445039,8.294691184505334,8.169867337634841
2020-02-06 05:30:25,#0000700,17.55,1.3567,0.071878,-0.87108,5.75,14.87,14.321,4.912358994612954,8.508326,   -inf,0.0,1.24,4835,496,309.91200000000003,97.324,14.492,14.4688,4.07388,33.4749,,252.2106111356098,8.319951388784967,8.200035944461806
2020-02-06 06:00:25,#0000701,17.55,1.3561,0.073257,-0.8704719999999999,5.73,14.85,14.337,4.8644418655826485,8.532335,   -inf,0.0,1.245,4835,496,308.561,96.97,14.525,14.5145,4.08052,33.4963,,251.09574271907732,8.343790317591337,8.210273752365262
2020-02-06 06:30:25,#0000702,17.55,1.35722,0.071408,-0.8741559999999999,5.74,14.86,14.308,4.878524736552343,8.500227,   -inf,0.0,1.2426,4835,496,310.055,97.339,14.478,14.4509,4.07266,33.4792,,252.3128648386523,8.311840974637619,8.146474837516314
2020-02-06 07:00:25,#0000703,17.55,1.35675,0.068616,-0.8758,5.73,14.82,14.32,4.748607607522038,8.451163000000001,   -inf,0.0,1.2417,4835,496,309.928,97.37200000000001,14.512,14.5078,4.080080000000001,33.498,,252.20190139028048,8.262526444954291,8.117055332998232
2020-02-06 07:30:25,#0000704,17.55,1.3575,0.06849,-0.8757889999999999,5.73,14.86,14.3,4.756690478491732,8.449141000000001,   -inf,0.0,1.243,4835,496,309.595,97.194,14.478,14.4644,4.07562,33.4946,,251.91897266549935,8.260614729488928,8.117868669727766
2020-02-06 08:00:25,#0000705,17.55,1.3580299999999998,0.069254,-0.874238,5.74,14.82,14.286,4.705773349461427,8.462675,   -inf,0.0,1.2438,4835,496,309.20099999999996,97.041,14.464,14.4478,4.073919999999999,33.4934,,251.59321424624616,8.274116170548318,8.145287050336439
2020-02-06 08:30:25,#0000706,17.54,1.35964,0.069239,-0.8728959999999999,5.73,14.83,14.244000000000002,4.719856220431121,8.462836,   -inf,0.0,1.2441,4835,496,307.905,96.523,14.411,14.3808,4.06738,33.4914,,250.5152914131865,8.27431330393634,8.16982008840479
2020-02-06 09:00:25,#0000707,17.54,1.36219,0.069191,-0.8751950000000001,5.74,14.75,14.177,4.692939091400816,8.462679,   -inf,0.0,1.245,4835,496,308.10400000000004,96.42200000000001,14.334000000000001,14.3039,4.05773,33.4692,,250.68082367188615,8.273999960632995,8.130396542712706
2020-02-06 09:30:25,#0000708,17.54,1.3642299999999998,0.071107,-0.872365,5.73,14.7,14.124,4.72002196237051,8.496837,   -inf,0.0,1.2489,4835,496,308.36400000000003,96.42,14.294,14.2729,4.053669999999999,33.4587,,250.89654022245298,8.307809122067072,8.180349380496624
2020-02-06 10:00:25,#0000709,17.54,1.36384,0.07083400000000001,-0.874102,5.73,14.66,14.134,4.771104833340204,8.49193,   -inf,0.0,1.2503,4835,496,307.628,96.243,14.319,14.3079,4.05917,33.479,,250.28058579842659,8.302778278050829,8.149636593706013
2020-02-06 10:30:25,#0000710,17.54,1.36551,0.071462,-0.87125,5.74,14.72,14.091,4.846187704309899,8.503411999999999,   -inf,0.0,1.2487,4835,496,308.63599999999997,96.405,14.247,14.1896,4.047619999999999,33.4752,,251.06003983479593,8.31461782334897,8.201441223948361
2020-02-06 11:00:25,#0000711,17.54,1.3667200000000002,0.06866799999999999,-0.8740870000000001,5.73,14.61,14.059000000000001,5.001270575279594,8.454702000000001,   -inf,0.0,1.2577,4835,496,307.836,96.12799999999999,14.234000000000002,14.2188,4.05432,33.5116,,250.3657441036941,8.265412286002498,8.151744081382823
2020-02-06 11:30:25,#0000712,17.54,1.36639,0.071784,-0.8735209999999999,5.73,14.62,14.068,5.061353446249288,8.509288,   -inf,0.0,1.2549,4835,496,307.737,96.15299999999999,14.26,14.2583,4.0566,33.4984,,250.32185198849498,8.319782632793247,8.160869153823812
2020-02-06 12:00:25,#0000713,17.54,1.36394,0.070765,-0.874641,5.72,14.63,14.132,5.201436317218982,8.490758999999999,   -inf,0.0,1.2551,4835,496,303.673,95.046,14.339,14.3446,4.06631,33.5128,,247.02903152951114,8.30131300467245,8.140097284378333
2020-02-06 12:30:25,#0000714,17.54,1.36384,0.070734,-0.87335,5.74,14.68,14.134,5.3245191881886775,8.490188999999999,   -inf,0.0,1.2511,4835,496,301.744,94.411,14.324000000000002,14.3097,4.062869999999999,33.5116,,245.4490387599816,8.301012503484937,8.163254861883491
2020-02-06 13:00:25,#0000715,17.54,1.3634700000000002,0.072774,-0.872948,5.75,14.66,14.144,5.4586020591583715,8.525867,   -inf,0.0,1.2511,4835,496,301.26,94.28200000000001,14.335,14.3273,4.06466,33.5127,,245.06156613469568,8.336653735735238,8.170044122898405
2020-02-06 13:30:25,#0000716,17.53,1.36301,0.06828,-0.874318,5.75,14.69,14.155999999999999,5.6056849301280645,8.44692,   -inf,0.0,1.2512,4835,496,302.481,94.69,14.347000000000001,14.3388,4.06658,33.5204,,246.04873183699374,8.257789969650368,8.145957086492514
2020-02-06 14:00:25,#0000717,17.53,1.36257,0.07058099999999999,-0.8758959999999999,5.73,14.69,14.168,5.67276780109776,8.487167999999999,   -inf,0.0,1.2519,4835,496,301.869,94.514,14.354000000000001,14.3456,4.06625,33.5115,,245.56759395298428,8.298080497988117,8.118063070950464
2020-02-06 14:30:25,#0000718,17.53,1.3628200000000001,0.07016599999999999,-0.874891,5.73,14.71,14.161,5.762850672067454,8.479956,   -inf,0.0,1.2479,4835,496,301.173,94.279,14.345999999999998,14.3343,4.0658900000000004,33.518,,244.98787367160145,8.290883751715542,8.135947696433265
2020-02-06 15:00:25,#0000719,17.53,1.363,0.06958400000000001,-0.875714,5.74,14.68,14.155999999999999,5.748933543037149,8.469796,   -inf,0.0,1.2515,4835,496,300.625,94.088,14.337,14.3235,4.0647,33.5164,,244.54022268743006,8.280755231552087,8.121663676119942
2020-02-06 15:30:25,#0000720,17.53,1.36311,0.069341,-0.872923,5.75,14.7,14.154000000000002,5.711016414006843,8.465554,   -inf,0.0,1.2507,4835,496,300.341,94.00299999999999,14.339,14.3284,4.06531,33.5178,,244.30869464501882,8.276461388983563,8.170537492172361
2020-02-06 16:00:25,#0000721,17.53,1.36381,0.068675,-0.874051,5.73,14.86,14.135,5.605099284976538,8.45406,   -inf,0.0,1.2525,4835,496,299.724,93.75399999999999,14.311,14.2924,4.061640000000001,33.5152,,243.79596178472516,8.265031720983414,8.151284180058394
2020-02-06 16:30:25,#0000722,17.53,1.36391,0.07044299999999999,-0.875958,5.73,14.69,14.132,5.5081821559462325,8.485092999999999,   -inf,0.0,1.2524,4835,496,300.656,94.04899999999999,14.312999999999999,14.3021,4.06248,33.5145,,244.558118093346,8.295963372869982,8.117688701151542
2020-02-06 17:00:25,#0000723,17.53,1.36875,0.06916699999999999,-0.876033,5.73,14.65,14.005999999999998,5.386265026915926,8.464005,   -inf,0.0,1.2544,4835,496,304.553,94.889,14.130999999999998,14.0684,4.03492,33.4631,,247.71383290998912,8.275197547620188,8.119243760180742
2020-02-06 17:30:25,#0000724,17.53,1.3715700000000002,0.07013,-0.8725860000000001,5.73,14.53,13.932,5.272347897885621,8.481644000000001,   -inf,0.0,1.2572,4835,496,308.539,96.06299999999999,14.099,14.0874,4.03634,33.4597,,250.96787139598152,8.29196357459224,8.179383631131643
2020-02-06 18:00:25,#0000725,17.53,1.37414,0.072312,-0.8736139999999999,5.72,14.45,13.865,5.121430768855316,8.520653999999999,   -inf,0.0,1.2647,4835,496,308.45,95.89399999999999,14.032,14.0115,4.02722,33.4412,,250.89273733740913,8.330785383802503,8.162263902284392
2020-02-06 18:30:25,#0000726,17.52,1.37122,0.069881,-0.8742969999999999,5.74,14.44,13.942,4.97351363982501,8.477182,   -inf,0.0,1.2701,4835,496,311.629,97.154,14.159,14.1834,4.04675,33.4726,,253.49730082271577,8.286930510484526,8.148057162132584
2020-02-06 19:00:25,#0000727,17.52,1.37127,0.073023,-0.873926,5.74,14.46,13.94,4.875596510794705,8.532364,   -inf,0.0,1.2659,4835,496,313.344,97.60799999999999,14.122,14.0637,4.03538,33.4714,,254.84498165019224,8.342892418220558,8.156406141771743
2020-02-06 19:30:25,#0000728,17.52,1.37226,0.073132,-0.873865,5.74,14.5,13.914000000000001,4.7266793817643995,8.53454,   -inf,0.0,1.2625,4835,496,313.028,97.441,14.09,14.0648,4.03051,33.4255,,254.65960005772388,8.3447972461796,8.15680807152408
2020-02-06 20:00:25,#0000729,17.52,1.36896,0.0726,-0.874138,5.73,14.49,14.001,4.631762252734094,8.524299000000001,   -inf,0.0,1.261,4835,496,315.5,98.459,14.205,14.2192,4.046819999999999,33.442,,256.7065745947387,8.334368357847932,8.14985673010037
2020-02-06 20:30:25,#0000730,17.52,1.37101,0.07285599999999999,-0.8726079999999999,5.74,14.53,13.947000000000001,4.482845123703788,8.529363,   -inf,0.0,1.2562,4835,496,316.834,98.689,14.119000000000002,14.1034,4.03052,33.392,,257.8231861272512,8.339680050157927,8.177787028993476
2020-02-06 21:00:25,#0000731,17.52,1.3693,0.07418,-0.869122,5.73,14.52,13.992,4.397927994673482,8.552128,   -inf,0.0,1.26,4835,496,319.437,99.61399999999999,14.171,14.1289,4.03375,33.3998,,259.9386265563792,8.362726388009225,8.23865602244936
2020-02-06 21:30:25,#0000732,17.52,1.36932,0.072572,-0.872159,5.74,14.56,13.991,4.273010865643177,8.523905000000001,   -inf,0.0,1.2564,4835,496,321.394,100.229,14.173,14.1561,4.03377,33.3764,,261.5792342323587,8.334324036159229,8.184619477522599
2020-02-06 22:00:25,#0000733,17.52,1.36776,0.075212,-0.8711270000000001,5.74,14.57,14.032,4.198093736612871,8.569814,   -inf,0.0,1.2564,4835,496,323.27099999999996,100.911,14.217,14.1917,4.037780000000001,33.3825,,263.11117844853817,8.380376312504275,8.20225047438237
2020-02-06 22:30:25,#0000734,17.52,1.36779,0.07166,-0.8716209999999999,5.73,14.59,14.030999999999999,4.151176607582566,8.507501,   -inf,0.0,1.2551,4835,496,323.32,100.91799999999999,14.213,14.1969,4.03763,33.3767,,263.16227562838304,8.31803939999495,8.193422171580423
2020-02-06 23:00:25,#0000735,17.52,1.36796,0.074779,-0.8722620000000001,5.72,14.56,14.027000000000001,4.0422594785522605,8.562273,   -inf,0.0,1.2556,4835,496,321.802,100.43299999999999,14.208,14.1931,4.038,33.3834,,261.91337003334735,8.372771598649464,8.182334019255666
2020-02-06 23:30:25,#0000736,17.52,1.36762,0.071909,-0.872692,5.73,14.59,14.036,4.0463423495219555,8.51182,   -inf,0.0,1.2569,4835,496,321.445,100.352,14.222000000000001,14.2069,4.03978,33.3878,,261.6214380108241,8.322336275666617,8.174639286835426
2020-02-07 00:00:25,#0000737,17.52,1.36734,0.07299,-0.8707540000000001,5.74,14.57,14.043,4.05542522049165,8.530704,   -inf,0.0,1.2564,4835,496,322.121,100.57600000000001,14.228,14.2137,4.04044,33.388,,262.174203282021,8.341247189158858,8.20852506496664
2020-02-07 00:30:25,#0000738,17.51,1.36592,0.074505,-0.870928,5.73,14.61,14.08,4.073508091461344,8.556908,   -inf,0.0,1.2549,4835,496,319.993,100.021,14.277999999999999,14.2731,4.0462,33.3898,,260.4639652870929,8.36739014777271,8.204566180587367
2020-02-07 01:00:25,#0000739,17.51,1.36372,0.073163,-0.871108,5.74,14.64,14.137,4.134590962431039,8.532766,   -inf,0.0,1.2539,4835,496,321.555,100.662,14.347000000000001,14.3456,4.05248,33.3849,,261.77383535232127,8.343343305696099,8.200202832659395
2020-02-07 01:30:25,#0000740,17.51,1.35866,0.07435399999999999,-0.870384,5.73,14.71,14.27,4.298673833400733,8.552268,   -inf,0.0,1.2487,4835,496,323.176,101.51299999999999,14.503,14.5643,4.071280000000001,33.3687,,263.2119820336428,8.362652465917288,8.209224359904098
2020-02-07 02:00:25,#0000741,17.51,1.35543,0.07298500000000001,-0.8720959999999999,5.72,14.83,14.355,4.436756704370428,8.527393,   -inf,0.0,1.2424,4835,496,321.812,101.241,14.573,14.5804,4.07867,33.4224,,262.02204549939137,8.338557868068602,8.179744980726179
2020-02-07 02:30:25,#0000742,17.51,1.35388,0.074304,-0.8723780000000001,5.74,14.87,14.395,4.599839575340122,8.550083,   -inf,0.0,1.2401,4835,496,319.991,100.76799999999999,14.619000000000002,14.624,4.08606,33.4524,,260.5104359993202,8.36134885830737,8.174549718476442
2020-02-07 03:00:25,#0000743,17.51,1.3527,0.071518,-0.8708299999999999,5.74,14.92,14.425999999999998,4.720922446309817,8.500933,   -inf,0.0,1.2357,4835,496,317.846,100.087,14.617,14.5951,4.08027,33.4245,,258.79789323507987,8.312759305132008,8.201718905796128
2020-02-07 03:30:25,#0000744,17.51,1.35128,0.07446900000000001,-0.8727530000000001,5.74,15.0,14.464,4.83500531727951,8.552272,   -inf,0.0,1.2338,4835,496,317.798,100.19,14.671,14.6668,4.09002,33.4517,,258.74560269171803,8.363931537853707,8.167305183355362
2020-02-07 04:00:25,#0000745,17.51,1.34759,0.069813,-0.8737790000000001,5.74,15.04,14.561,4.922088188249205,8.469689,   -inf,0.0,1.2301,4835,496,315.443,99.68700000000001,14.780999999999999,14.7703,4.10118,33.4644,,256.8507045602529,8.281689621632893,8.147912212938394
2020-02-07 04:30:25,#0000746,17.51,1.3456700000000001,0.070478,-0.871091,5.72,15.12,14.610999999999999,4.9921710592189,8.480824,   -inf,0.0,1.2299,4835,496,313.13,99.027,14.815,14.8034,4.10478,33.4687,,254.97444273240703,8.293100810528363,8.19450527014705
2020-02-07 05:00:25,#0000747,17.51,1.3436700000000001,0.072112,-0.8714559999999999,5.74,15.15,14.664000000000001,5.066253930188594,8.508906,   -inf,0.0,1.2264,4835,496,311.084,98.49700000000001,14.87,14.8643,4.11319,33.4928,,253.2957286028478,8.321271983621926,8.187503692767239
2020-02-07 05:30:25,#0000748,17.5,1.34172,0.070763,-0.872783,5.74,15.21,14.715,5.079336801158288,8.484760000000001,   -inf,0.0,1.2206,4835,496,308.172,97.689,14.923,14.927,4.1214900000000005,33.5143,,250.91633904775446,8.29723158430917,8.163609761707274
2020-02-07 06:00:25,#0000749,17.5,1.34135,0.072839,-0.870957,5.74,15.22,14.725,5.018419672127982,8.520999,   -inf,0.0,1.222,4835,496,307.788,97.551,14.915,14.9035,4.11934,33.5151,,250.59268954121472,8.33371661396791,8.19593535081714
2020-02-07 06:30:25,#0000750,17.5,1.34215,0.07083099999999999,-0.8722,5.74,15.25,14.704,4.951502543097678,8.486056,   -inf,0.0,1.2196,4835,496,307.64599999999996,97.43700000000001,14.883,14.8706,4.11563,33.5096,,250.47204308931185,8.29881259715997,8.174623810007258
2020-02-07 07:00:25,#0000751,17.5,1.34559,0.07198,-0.873174,5.74,15.18,14.613,4.869585414067371,8.507109,   -inf,0.0,1.2236,4835,496,311.16700000000003,98.3,14.765,14.7317,4.09964,33.4836,,253.32314269117973,8.319892213119546,8.159374609425143
2020-02-07 07:30:25,#0000752,17.5,1.3461,0.071924,-0.869732,5.74,15.18,14.6,4.8076682850370664,8.506267,   -inf,0.0,1.2241,4835,496,311.186,98.33,14.776,14.7609,4.10285,33.4877,,253.34337032040065,8.318707062901165,8.21922985035183
2020-02-07 08:00:25,#0000753,17.5,1.34586,0.07247200000000001,-0.872059,5.72,15.14,14.606,4.737751156006761,8.515804,   -inf,0.0,1.226,4835,496,307.957,97.338,14.79,14.7778,4.1047199999999995,33.4902,,250.71682576284948,8.328180656095231,8.178267268958495
2020-02-07 08:30:25,#0000754,17.5,1.34622,0.071848,-0.873184,5.74,15.15,14.597000000000001,4.7068340269764555,8.504977,   -inf,0.0,1.2245,4835,496,308.339,97.427,14.774000000000001,14.7614,4.1039699999999995,33.4975,,251.00979535922204,8.317373190619467,8.158933928027109
2020-02-07 09:00:25,#0000755,17.5,1.3465200000000002,0.072797,-0.870325,5.73,15.12,14.589,4.64691689794615,8.521676,   -inf,0.0,1.2254,4835,496,308.11400000000003,97.34899999999999,14.770999999999999,14.756,4.10421,33.5043,,250.8135034510656,8.334023416166804,8.20916133958875
2020-02-07 09:30:25,#0000756,17.5,1.34746,0.0698,-0.874691,5.73,15.14,14.564,4.641999768915845,8.469433,   -inf,0.0,1.2269,4835,496,306.165,96.666,14.739,14.7132,4.10016,33.5043,,249.21009425467346,8.281855145623549,8.133396074339478
2020-02-07 10:00:25,#0000757,17.5,1.35179,0.07234299999999999,-0.8710600000000001,5.73,15.05,14.45,4.710082639885539,8.515157,   -inf,0.0,1.2283,4835,496,310.06,97.58,14.59,14.5729,4.0795,33.4365,,252.43071695339947,8.327365556400526,8.198208786269001
2020-02-07 10:30:25,#0000758,17.5,1.35249,0.069833,-0.8748290000000001,5.72,15.03,14.432,4.714165510855233,8.471358,   -inf,0.0,1.232,4835,496,308.289,97.029,14.594000000000001,14.5705,4.0835,33.4752,,250.928040577519,8.283416224816351,8.132775012367835
2020-02-07 11:00:25,#0000759,17.5,1.3589799999999999,0.070512,-0.871216,5.74,14.91,14.262,4.824248381824928,8.484983999999999,   -inf,0.0,1.238,4835,496,312.513,97.90100000000001,14.38,14.3227,4.05351,33.4141,,254.36332971979363,8.297030005182707,8.1990829415131
2020-02-07 11:30:25,#0000760,17.49,1.35956,0.072186,-0.871851,5.74,14.81,14.245999999999999,4.922331252794622,8.514497,   -inf,0.0,1.2426,4835,496,306.747,96.181,14.421,14.4135,4.06759,33.4651,,249.62819469849293,8.325737882118732,8.187252525891763
2020-02-07 12:00:25,#0000761,17.49,1.35658,0.068409,-0.872625,5.74,14.84,14.324000000000002,5.100414123764317,8.447489,   -inf,0.0,1.2405,4835,496,304.327,95.633,14.522,14.5303,4.0810699999999995,33.4877,,247.67143361372067,8.258746528102282,8.172185294466415
2020-02-07 12:30:25,#0000762,17.49,1.35519,0.068468,-0.872841,5.73,14.91,14.360999999999999,5.214496994734011,8.448152,   -inf,0.0,1.2359,4835,496,301.066,94.706,14.57,14.5688,4.08775,33.5155,,244.99130315119302,8.259517874127363,8.168194545148639
2020-02-07 13:00:25,#0000763,17.49,1.3545,0.070369,-0.874842,5.74,14.91,14.379000000000001,5.397579865703706,8.481288000000001,   -inf,0.0,1.2373,4835,496,299.274,94.14,14.569,14.5596,4.08661,33.5131,,243.53455821571842,8.292880538389404,8.1332522883267
2020-02-07 13:30:25,#0000764,17.49,1.35453,0.066463,-0.877323,5.72,14.93,14.378,5.568662736673401,8.412828999999999,   -inf,0.0,1.2382,4835,496,299.001,94.045,14.564,14.554,4.08648,33.5167,,243.30617455465207,8.224496225269398,8.089929081718056
2020-02-07 14:00:25,#0000765,17.49,1.3547,0.067597,-0.874534,5.74,14.9,14.374,5.713745607643095,8.432755,   -inf,0.0,1.2413,4835,496,297.994,93.713,14.556,14.543,4.08574,33.5194,,242.4796119436743,8.244435349237024,8.138993759827986
2020-02-07 14:30:25,#0000766,17.49,1.35524,0.067348,-0.8735290000000001,5.74,14.93,14.36,5.810828478612789,8.428533999999999,   -inf,0.0,1.2384,4835,496,298.126,93.725,14.542,14.5289,4.08429,33.5183,,242.58400732241765,8.240168439530526,8.156803104846965
2020-02-07 15:00:25,#0000767,17.49,1.35599,0.068754,-0.8738090000000001,5.73,14.88,14.34,5.885911349582484,8.453378,   -inf,0.0,1.2391,4835,496,297.302,93.40799999999999,14.514000000000001,14.4977,4.08097,33.515,,241.9070812298263,8.265013240533758,8.152335637153518
2020-02-07 15:30:25,#0000768,17.49,1.35646,0.071185,-0.874841,5.73,14.91,14.328,5.906994220552178,8.496111,   -inf,0.0,1.2383,4835,496,295.617,92.863,14.505999999999998,14.4917,4.0804,33.5149,,240.53406442408772,8.30764834539019,8.13434549496005
2020-02-07 16:00:25,#0000769,17.49,1.3572,0.07314,-0.872361,5.74,14.85,14.308,5.881077091521873,8.530588999999999,   -inf,0.0,1.2436,4835,496,296.423,93.073,14.485,14.4692,4.07809,33.5132,,241.18361741535557,8.342062102209688,8.178125510303373
2020-02-07 16:30:25,#0000770,17.48,1.35734,0.06665800000000001,-0.876323,5.74,14.86,14.305,5.826159962491567,8.416985,   -inf,0.0,1.2408,4835,496,297.26099999999997,93.333,14.482999999999999,14.4681,4.07797,33.513,,241.86490510804836,8.228487976506253,8.108715048095604
2020-02-07 17:00:25,#0000771,17.48,1.35762,0.067928,-0.875,5.74,14.84,14.297,5.672242833461261,8.439318,   -inf,0.0,1.2458,4835,496,299.341,93.97200000000001,14.475999999999999,14.4562,4.0765,33.5098,,243.5563085416385,8.250822487720953,8.132036192172395
2020-02-07 17:30:25,#0000772,17.48,1.35717,0.070841,-0.875511,5.73,14.87,14.309000000000001,5.517325704430956,8.490275,   -inf,0.0,1.2407,4835,496,299.75,94.14299999999999,14.497,14.4836,4.07929,33.5117,,243.89560097428563,8.301677415086202,8.122685933507581
