"Current time"	2020/01/22 15:05:23
#0000118	2020/01/25 02:00:25	18.44	 1.31379	0.076028	-0.876479	 5.75	15.99	15.457	 4.250	8.569152	   -inf	 0.0000	 1.1681	4835	496	311.935	100.400	15.631	  15.6113	  4.15305	  33.2161
#0000119	2020/01/25 02:30:25	18.43	 1.31200	0.074550	-0.876047	 5.73	16.02	15.505	 4.368	8.542851	   -inf	 0.0000	 1.1683	4835	496	307.176	99.011	15.698	  15.6920	  4.16258	  33.2332
#0000120	2020/01/25 03:00:25	18.43	 1.30720	0.075414	-0.875731	 5.75	16.10	15.634	 4.483	8.556595	   -inf	 0.0000	 1.1641	4835	496	309.699	100.160	15.856	  15.8670	  4.19248	  33.3518
#0000121	2020/01/25 03:30:25	18.43	 1.30675	0.076855	-0.876121	 5.73	16.19	15.646	 4.681	8.581608	   -inf	 0.0000	 1.1592	4835	496	307.650	99.448	15.832	  15.8212	  4.18621	  33.3347
#0000122	2020/01/25 04:00:25	18.42	 1.30659	0.076288	-0.875247	 5.73	16.17	15.650	 4.855	8.571674	   -inf	 0.0000	 1.1617	4835	496	306.575	99.101	15.833	  15.8204	  4.18631	  33.3363
#0000123	2020/01/25 04:30:25	18.42	 1.30602	0.074401	-0.875673	 5.75	16.21	15.665	 5.047	8.538589	   -inf	 0.0000	 1.1586	4835	496	304.362	98.412	15.846	  15.8322	  4.19156	  33.3730
#0000124	2020/01/25 05:00:25	18.42	 1.30623	0.073764	-0.877589	 5.73	16.19	15.660	 5.165	8.527536	   -inf	 0.0000	 1.1581	4835	496	303.275	98.037	15.834	  15.8179	  4.19367	  33.4038
#0000125	2020/01/25 05:30:25	18.42	 1.30704	0.074442	-0.877547	 5.73	16.21	15.638	 5.248	8.539581	   -inf	 0.0000	 1.1571	4835	496	302.517	97.739	15.809	  15.7896	  4.19183	  33.4114
#0000126	2020/01/25 06:00:25	18.41	 1.30770	0.071598	-0.878472	 5.73	16.16	15.620	 5.328	8.490127	   -inf	 0.0000	 1.1607	4835	496	301.663	97.425	15.790	  15.7721	  4.18959	  33.4063
#0000127	2020/01/25 06:30:25	18.41	 1.30843	0.074174	-0.878275	 5.73	16.18	15.601	 5.369	8.535298	   -inf	 0.0000	 1.1596	4835	496	301.370	97.286	15.769	  15.7500	  4.18728	  33.4044
#0000128	2020/01/25 07:00:25	18.41	 1.30898	0.072707	-0.878434	 5.75	16.13	15.586	 5.326	8.509835	   -inf	 0.0000	 1.1618	4835	496	302.666	97.683	15.759	  15.7412	  4.18630	  33.4031
#0000129	2020/01/25 07:30:25	18.41	 1.30956	0.072319	-0.879434	 5.73	16.15	15.571	 5.298	8.503233	   -inf	 0.0000	 1.1635	4835	496	302.817	97.691	15.739	  15.7186	  4.18635	  33.4227
#0000130	2020/01/25 08:00:25	18.40	 1.31097	0.073752	-0.878197	 5.73	16.08	15.533	 5.190	8.528624	   -inf	 0.0000	 1.1650	4835	496	304.210	98.057	15.699	  15.6797	  4.18269	  33.4229
#0000131	2020/01/25 08:30:25	18.40	 1.31076	0.074135	-0.878890	 5.73	16.11	15.538	 5.080	8.535254	   -inf	 0.0000	 1.1636	4835	496	302.790	97.627	15.713	  15.6968	  4.18403	  33.4205
#0000132	2020/01/25 09:00:25	18.40	 1.31077	0.074460	-0.876654	 5.75	16.08	15.538	 5.025	8.540937	   -inf	 0.0000	 1.1665	4835	496	300.795	96.994	15.717	  15.7034	  4.18505	  33.4240
#0000133	2020/01/25 09:30:25	18.39	 1.31058	0.071862	-0.878953	 5.75	16.11	15.543	 4.929	8.495524	   -inf	 0.0000	 1.1652	4835	496	299.903	96.713	15.721	  15.7060	  4.18460	  33.4178
#0000134	2020/01/25 10:00:25	18.39	 1.31016	0.072045	-0.877901	 5.75	16.09	15.554	 4.909	8.498607	   -inf	 0.0000	 1.1660	4835	496	299.860	96.733	15.737	  15.7251	  4.18614	  33.4153
#0000135	2020/01/25 10:30:25	18.39	 1.31024	0.071664	-0.877238	 5.75	16.12	15.552	 4.852	8.491981	   -inf	 0.0000	 1.1626	4835	496	301.161	97.135	15.729	  15.7146	  4.18366	  33.4021
#0000136	2020/01/25 11:00:25	18.39	 1.31029	0.072914	-0.877100	 5.75	16.09	15.551	 4.854	8.513815	   -inf	 0.0000	 1.1661	4835	496	300.504	96.920	15.727	  15.7122	  4.18401	  33.4072
#0000137	2020/01/25 11:30:25	18.38	 1.31033	0.074669	-0.878671	 5.75	16.12	15.550	 4.871	8.544456	   -inf	 0.0000	 1.1601	4835	496	298.912	96.409	15.729	  15.7143	  4.18469	  33.4115
#0000138	2020/01/25 12:00:25	18.38	 1.31013	0.072979	-0.876259	 5.75	16.09	15.555	 4.859	8.514910	   -inf	 0.0000	 1.1616	4835	496	298.584	96.308	15.731	  15.7153	  4.18417	  33.4059
#0000139	2020/01/25 12:30:25	18.38	 1.31017	0.072179	-0.878270	 5.75	16.12	15.554	 4.939	8.500950	   -inf	 0.0000	 1.1647	4835	496	298.893	96.409	15.731	  15.7160	  4.18364	  33.4007
#0000140	2020/01/25 13:00:25	18.38	 1.31017	0.072273	-0.877439	 5.75	16.09	15.554	 5.063	8.502589	   -inf	 0.0000	 1.1679	4835	496	298.696	96.342	15.730	  15.7157	  4.18366	  33.4011
#0000141	2020/01/25 13:30:25	18.37	 1.31516	0.072644	-0.878336	 5.75	16.05	15.421	 5.163	8.510427	   -inf	 0.0000	 1.1687	4835	496	302.766	97.298	15.558	  15.5234	  4.16957	  33.4383
#0000142	2020/01/25 14:00:25	18.37	 1.31706	0.072480	-0.878842	 5.73	15.93	15.370	 5.331	8.508086	   -inf	 0.0000	 1.1754	4835	496	301.819	96.946	15.536	  15.5142	  4.16939	  33.4445
#0000143	2020/01/25 14:30:25	18.37	 1.31819	0.071052	-0.879408	 5.73	15.93	15.340	 5.548	8.483461	   -inf	 0.0000	 1.1758	4835	496	303.836	97.535	15.508	  15.4902	  4.16864	  33.4581
#0000144	2020/01/25 15:00:25	18.37	 1.31906	0.071832	-0.878399	 5.73	15.88	15.317	 5.627	8.497323	   -inf	 0.0000	 1.1769	4835	496	302.257	96.980	15.484	  15.4646	  4.16672	  33.4627
#0000145	2020/01/25 15:30:25	18.36	 1.31978	0.071904	-0.879146	 5.75	15.89	15.297	 5.792	8.498777	   -inf	 0.0000	 1.1762	4835	496	303.184	97.241	15.467	  15.4482	  4.16735	  33.4823
#0000146	2020/01/25 16:00:25	18.36	 1.32016	0.072877	-0.876084	 5.75	15.84	15.287	 5.903	8.515879	   -inf	 0.0000	 1.1776	4835	496	301.310	96.625	15.460	  15.4433	  4.16662	  33.4800
#0000147	2020/01/25 16:30:25	18.36	 1.32104	0.071003	-0.879551	 5.73	15.85	15.264	 6.056	8.483373	   -inf	 0.0000	 1.1794	4835	496	301.677	96.690	15.435	  15.4159	  4.16438	  33.4832
#0000148	2020/01/25 17:00:25	18.36	 1.32146	0.071199	-0.878440	 5.75	15.81	15.253	 6.053	8.486917	   -inf	 0.0000	 1.1825	4835	496	301.639	96.655	15.423	  15.4066	  4.16291	  33.4780
#0000149	2020/01/25 17:30:25	18.35	 1.32145	0.071950	-0.877960	 5.75	15.83	15.253	 6.025	8.500039	   -inf	 0.0000	 1.1809	4835	496	300.407	96.265	15.426	  15.4117	  4.16299	  33.4743
#0000150	2020/01/25 18:00:25	18.35	 1.32152	0.072260	-0.878091	 5.75	15.80	15.251	 5.964	8.505461	   -inf	 0.0000	 1.1810	4835	496	300.968	96.454	15.430	  15.4133	  4.16385	  33.4806
#0000151	2020/01/25 18:30:25	18.35	 1.32169	0.072319	-0.879340	 5.73	15.82	15.247	 5.886	8.506542	   -inf	 0.0000	 1.1833	4835	496	303.136	97.126	15.420	  15.4047	  4.16192	  33.4706
#0000152	2020/01/25 19:00:25	18.35	 1.32146	0.072426	-0.879172	 5.73	15.79	15.253	 5.721	8.508342	   -inf	 0.0000	 1.1824	4835	496	303.692	97.326	15.430	  15.4153	  4.16289	  33.4703
#0000153	2020/01/25 19:30:25	18.34	 1.31953	0.070784	-0.879730	 5.75	15.84	15.304	 5.558	8.479141	   -inf	 0.0000	 1.1808	4835	496	307.879	98.818	15.501	  15.4987	  4.16784	  33.4438
#0000154	2020/01/25 20:00:25	18.34	 1.31857	0.070870	-0.878594	 5.75	15.86	15.330	 5.430	8.480372	   -inf	 0.0000	 1.1782	4835	496	304.146	97.645	15.513	  15.4972	  4.16170	  33.3900
#0000155	2020/01/25 20:30:25	18.34	 1.31686	0.072221	-0.877599	 5.75	15.93	15.375	 5.218	8.503520	   -inf	 0.0000	 1.1779	4835	496	303.935	97.679	15.561	  15.5476	  4.16077	  33.3389
#0000156	2020/01/25 21:00:25	18.34	 1.31421	0.072087	-0.878554	 5.75	15.92	15.446	 5.026	8.500454	   -inf	 0.0000	 1.1765	4835	496	304.702	98.125	15.656	  15.6616	  4.16179	  33.2517
#0000157	2020/01/25 21:30:25	18.33	 1.31205	0.071343	-0.877866	 5.73	16.03	15.504	 4.918	8.486864	   -inf	 0.0000	 1.1633	4835	496	306.737	98.874	15.701	  15.6877	  4.16384	  33.2480
#0000158	2020/01/25 22:00:25	18.33	 1.31205	0.070938	-0.879569	 5.74	16.03	15.504	 4.734	8.479792	   -inf	 0.0000	 1.1702	4835	496	305.349	98.392	15.684	  15.6681	  4.16383	  33.2645
#0000159	2020/01/25 22:30:25	18.33	 1.31117	0.069852	-0.878538	 5.73	16.06	15.527	 4.603	8.460604	   -inf	 0.0000	 1.1694	4835	496	306.073	98.679	15.710	  15.6934	  4.16504	  33.2540
#0000160	2020/01/25 23:00:25	18.33	 1.31231	0.072079	-0.879464	 5.73	16.03	15.497	 4.493	8.499785	   -inf	 0.0000	 1.1713	4835	496	301.913	97.246	15.666	  15.6441	  4.16457	  33.2913
#0000161	2020/01/25 23:30:25	18.32	 1.31192	0.071411	-0.878358	 5.75	16.06	15.507	 4.424	8.488014	   -inf	 0.0000	 1.1690	4835	496	303.968	97.952	15.686	  15.6720	  4.16543	  33.2754
#0000162	2020/01/26 00:00:25	18.32	 1.31160	0.070640	-0.879037	 5.75	16.05	15.516	 4.334	8.474465	   -inf	 0.0000	 1.1686	4835	496	305.701	98.527	15.695	  15.6765	  4.16739	  33.2892
#0000163	2020/01/26 00:30:25	18.32	 1.31112	0.071574	-0.879661	 5.73	16.09	15.529	 4.258	8.490653	   -inf	 0.0000	 1.1697	4835	496	306.447	98.796	15.708	  15.6889	  4.16737	  33.2785
#0000164	2020/01/26 01:00:25	18.32	 1.31070	0.072271	-0.879333	 5.75	16.07	15.540	 4.197	8.502700	   -inf	 0.0000	 1.1712	4835	496	306.808	98.937	15.720	  15.7008	  4.16737	  33.2684
#0000165	2020/01/26 01:30:25	18.31	 1.31066	0.071128	-0.879291	 5.73	16.10	15.541	 4.206	8.482730	   -inf	 0.0000	 1.1687	4835	496	306.409	98.808	15.719	  15.7005	  4.16731	  33.2682
#0000166	2020/01/26 02:00:25	18.31	 1.30961	0.071857	-0.878744	 5.73	16.08	15.569	 4.250	8.495179	   -inf	 0.0000	 1.1691	4835	496	307.126	99.119	15.757	  15.7469	  4.16884	  33.2428
#0000167	2020/01/26 02:30:25	18.31	 1.30969	0.069421	-0.878524	 5.73	16.13	15.567	 4.287	8.452682	   -inf	 0.0000	 1.1669	4835	496	307.037	99.054	15.740	  15.7119	  4.16795	  33.2643
#0000168	2020/01/26 03:00:25	18.31	 1.31026	0.070863	-0.879777	 5.74	16.10	15.552	 4.428	8.478006	   -inf	 0.0000	 1.1680	4835	496	300.479	96.891	15.717	  15.6968	  4.17034	  33.2984
#0000169	2020/01/26 03:30:25	18.30	 1.31082	0.072350	-0.876438	 5.75	16.11	15.537	 4.537	8.504109	   -inf	 0.0000	 1.1685	4835	496	305.493	98.479	15.703	  15.6839	  4.17924	  33.3886
#0000170	2020/01/26 04:00:25	18.30	 1.31085	0.070998	-0.879456	 5.73	16.07	15.536	 4.696	8.480514	   -inf	 0.0000	 1.1707	4835	496	305.110	98.374	15.712	  15.6944	  4.17888	  33.3765
#0000171	2020/01/26 04:30:25	18.30	 1.31110	0.070011	-0.880023	 5.73	16.09	15.529	 4.913	8.463346	   -inf	 0.0000	 1.1693	4835	496	303.862	97.958	15.706	  15.6910	  4.17988	  33.3883
#0000172	2020/01/26 05:00:25	18.30	 1.31136	0.070450	-0.880278	 5.75	16.06	15.522	 5.038	8.471093	   -inf	 0.0000	 1.1728	4835	496	303.792	97.916	15.696	  15.6794	  4.18136	  33.4113
#0000173	2020/01/26 05:30:25	18.30	 1.31202	0.069713	-0.880956	 5.73	16.08	15.505	 5.210	8.458401	   -inf	 0.0000	 1.1718	4835	496	302.716	97.528	15.677	  15.6588	  4.18099	  33.4254
#0000174	2020/01/26 06:00:25	18.29	 1.31220	0.070961	-0.878686	 5.75	16.04	15.500	 5.251	8.480232	   -inf	 0.0000	 1.1748	4835	496	301.290	97.069	15.677	  15.6618	  4.18103	  33.4233
#0000175	2020/01/26 06:30:25	18.29	 1.31250	0.070253	-0.880459	 5.73	16.06	15.492	 5.294	8.467960	   -inf	 0.0000	 1.1733	4835	496	300.849	96.901	15.665	  15.6483	  4.18037	  33.4288
#0000176	2020/01/26 07:00:25	18.29	 1.31274	0.069688	-0.879089	 5.74	16.03	15.485	 5.344	8.458162	   -inf	 0.0000	 1.1744	4835	496	299.958	96.604	15.660	  15.6437	  4.17997	  33.4292
#0000177	2020/01/26 07:30:25	18.29	 1.31306	0.070019	-0.879889	 5.74	16.05	15.477	 5.353	8.464020	   -inf	 0.0000	 1.1741	4835	496	299.129	96.318	15.650	  15.6335	  4.17856	  33.4253
#0000178	2020/01/26 08:00:25	18.28	 1.31358	0.071097	-0.880441	 5.73	16.01	15.463	 5.287	8.482994	   -inf	 0.0000	 1.1741	4835	496	302.653	97.416	15.633	  15.6100	  4.17619	  33.4240
#0000179	2020/01/26 08:30:25	18.28	 1.31388	0.068880	-0.879201	 5.73	16.02	15.455	 5.229	8.444358	   -inf	 0.0000	 1.1745	4835	496	302.022	97.210	15.631	  15.6158	  4.17691	  33.4255
#0000180	2020/01/26 09:00:25	18.28	 1.31357	0.068668	-0.881196	 5.75	16.00	15.463	 5.146	8.440568	   -inf	 0.0000	 1.1768	4835	496	299.115	96.299	15.643	  15.6304	  4.17875	  33.4295
#0000181	2020/01/26 09:30:25	18.28	 1.31441	0.069722	-0.880075	 5.74	16.03	15.441	 5.054	8.459206	   -inf	 0.0000	 1.1732	4835	496	300.630	96.718	15.610	  15.5844	  4.17295	  33.4167
#0000182	2020/01/26 10:00:25	18.28	 1.31481	0.069917	-0.880145	 5.75	15.97	15.430	 4.948	8.462719	   -inf	 0.0000	 1.1784	4835	496	300.631	96.697	15.600	  15.5824	  4.17211	  33.4110
#0000183	2020/01/26 10:30:25	18.27	 1.31399	0.067955	-0.880107	 5.75	16.02	15.452	 4.939	8.428226	   -inf	 0.0000	 1.1768	4835	496	300.010	96.576	15.638	  15.6249	  4.17771	  33.4249
#0000184	2020/01/26 11:00:25	18.27	 1.31379	0.069623	-0.879931	 5.74	15.99	15.458	 4.898	8.457306	   -inf	 0.0000	 1.1787	4835	496	298.589	96.112	15.635	  15.6160	  4.17637	  33.4205
#0000185	2020/01/26 11:30:25	18.27	 1.31383	0.069892	-0.880398	 5.74	16.02	15.456	 4.834	8.462021	   -inf	 0.0000	 1.1750	4835	496	299.007	96.243	15.633	  15.6101	  4.17579	  33.4204
#0000186	2020/01/26 12:00:25	18.27	 1.31384	0.071035	-0.879339	 5.73	16.00	15.456	 4.845	8.481983	   -inf	 0.0000	 1.1753	4835	496	299.015	96.244	15.632	  15.6090	  4.17530	  33.4168
#0000187	2020/01/26 12:30:25	18.26	 1.31379	0.066615	-0.882672	 5.75	16.03	15.457	 4.896	8.404777	   -inf	 0.0000	 1.1769	4835	496	299.107	96.276	15.634	  15.6177	  4.17616	  33.4172
#0000188	2020/01/26 13:00:25	18.26	 1.31431	0.069807	-0.879407	 5.74	15.98	15.443	 4.959	8.460652	   -inf	 0.0000	 1.1774	4835	496	294.697	94.821	15.616	  15.5992	  4.17360	  33.4100
#0000189	2020/01/26 13:30:25	18.26	 1.31485	0.067924	-0.882818	 5.73	16.00	15.429	 5.008	8.427916	   -inf	 0.0000	 1.1774	4835	496	292.148	93.967	15.599	  15.5804	  4.16882	  33.3832
#0000190	2020/01/26 14:00:25	18.26	 1.31744	0.066089	-0.881225	 5.75	15.97	15.360	 5.177	8.396556	   -inf	 0.0000	 1.1764	4835	496	301.716	96.852	15.507	  15.4586	  4.16072	  33.4140
#0000191	2020/01/26 14:30:25	18.25	 1.31949	0.069898	-0.881286	 5.72	15.91	15.305	 5.308	8.463646	   -inf	 0.0000	 1.1814	4835	496	306.954	98.446	15.465	  15.4413	  4.16079	  33.4293
#0000192	2020/01/26 15:00:25	18.25	 1.31993	0.069160	-0.880350	 5.75	15.85	15.294	 5.463	8.450870	   -inf	 0.0000	 1.1855	4835	496	304.716	97.729	15.465	  15.4509	  4.16052	  33.4188
#0000193	2020/01/26 15:30:25	18.25	 1.31995	0.068298	-0.881607	 5.74	15.87	15.293	 5.597	8.435817	   -inf	 0.0000	 1.1846	4835	496	303.725	97.415	15.467	  15.4521	  4.16113	  33.4232
#0000194	2020/01/26 16:00:25	18.25	 1.31990	0.069278	-0.879531	 5.75	15.84	15.294	 5.698	8.452926	   -inf	 0.0000	 1.1873	4835	496	302.042	96.888	15.473	  15.4600	  4.16247	  33.4285
#0000195	2020/01/26 16:30:25	18.25	 1.32005	0.066398	-0.881593	 5.74	15.86	15.290	 5.855	8.402643	   -inf	 0.0000	 1.1864	4835	496	303.158	97.234	15.467	  15.4520	  4.16326	  33.4424
#0000196	2020/01/26 17:00:25	18.24	 1.32003	0.066770	-0.882191	 5.73	15.83	15.291	 5.935	8.409130	   -inf	 0.0000	 1.1867	4835	496	302.090	96.895	15.470	  15.4557	  4.16351	  33.4416
#0000197	2020/01/26 17:30:25	18.24	 1.31987	0.066574	-0.881387	 5.75	15.86	15.295	 5.981	8.405664	   -inf	 0.0000	 1.1839	4835	496	303.966	97.503	15.472	  15.4582	  4.16545	  33.4568
#0000198	2020/01/26 18:00:25	18.24	 1.31982	0.067146	-0.879320	 5.75	15.84	15.297	 5.995	8.415644	   -inf	 0.0000	 1.1880	4835	496	303.930	97.495	15.474	  15.4596	  4.16552	  33.4562
#0000199	2020/01/26 18:30:25	18.24	 1.31974	0.069191	-0.880917	 5.73	15.86	15.299	 5.929	8.451352	   -inf	 0.0000	 1.1874	4835	496	304.918	97.816	15.476	  15.4602	  4.16463	  33.4478
#0000200	2020/01/26 19:00:25	18.24	 1.31976	0.069648	-0.879221	 5.73	15.84	15.298	 5.834	8.459352	   -inf	 0.0000	 1.1881	4835	496	305.858	98.118	15.476	  15.4613	  4.16496	  33.4498
#0000201	2020/01/26 19:30:25	18.23	 1.31964	0.068315	-0.881950	 5.73	15.87	15.301	 5.695	8.436024	   -inf	 0.0000	 1.1855	4835	496	306.621	98.375	15.482	  15.4693	  4.16537	  33.4467
#0000202	2020/01/26 20:00:25	18.23	 1.31781	0.070144	-0.880354	 5.75	15.84	15.350	 5.527	8.467486	   -inf	 0.0000	 1.1868	4835	496	305.498	98.166	15.554	  15.5689	  4.16294	  33.3403
#0000203	2020/01/26 20:30:25	18.23	 1.31580	0.065743	-0.883271	 5.75	15.93	15.404	 5.411	8.390080	   -inf	 0.0000	 1.1814	4835	496	303.853	97.746	15.606	  15.6035	  4.16014	  33.2860
#0000204	2020/01/26 21:00:25	18.23	 1.31447	0.068205	-0.880659	 5.75	15.95	15.439	 5.190	8.432731	   -inf	 0.0000	 1.1821	4835	496	307.374	98.925	15.628	  15.6144	  4.16616	  33.3306
#0000205	2020/01/26 21:30:25	18.22	 1.31390	0.069513	-0.881446	 5.73	16.00	15.455	 5.015	8.455413	   -inf	 0.0000	 1.1796	4835	496	306.438	98.653	15.641	  15.6287	  4.16668	  33.3231
#0000206	2020/01/26 22:00:25	18.22	 1.31271	0.067930	-0.879734	 5.75	16.01	15.486	 4.852	8.427454	   -inf	 0.0000	 1.1794	4835	496	307.841	99.169	15.672	  15.6618	  4.16825	  33.3093
#0000207	2020/01/26 22:30:25	18.22	 1.31151	0.067766	-0.879946	 5.73	16.05	15.518	 4.710	8.424264	   -inf	 0.0000	 1.1773	4835	496	308.846	99.558	15.703	  15.6911	  4.16824	  33.2844
#0000208	2020/01/26 23:00:25	18.22	 1.31197	0.066892	-0.881464	 5.73	16.03	15.506	 4.600	8.409131	   -inf	 0.0000	 1.1779	4835	496	304.516	98.128	15.686	  15.6760	  4.16689	  33.2851
#0000209	2020/01/26 23:30:25	18.22	 1.31164	0.066194	-0.883879	 5.74	16.07	15.515	 4.514	8.396861	   -inf	 0.0000	 1.1747	4835	496	304.162	98.033	15.695	  15.6790	  4.16748	  33.2878
#0000210	2020/01/27 00:00:25	18.22	 1.31066	0.069279	-0.881739	 5.75	16.06	15.541	 4.407	8.450461	   -inf	 0.0000	 1.1762	4835	496	306.339	98.806	15.729	  15.7166	  4.16754	  33.2566
#0000211	2020/01/27 00:30:25	18.21	 1.31130	0.068224	-0.881225	 5.73	16.09	15.524	 4.338	8.432214	   -inf	 0.0000	 1.1748	4835	496	305.432	98.443	15.696	  15.6753	  4.16846	  33.2998
#0000212	2020/01/27 01:00:25	18.21	 1.31121	0.067427	-0.880491	 5.73	16.05	15.527	 4.295	8.418275	   -inf	 0.0000	 1.1761	4835	496	306.397	98.774	15.705	  15.6911	  4.16912	  33.2922
#0000213	2020/01/27 01:30:25	18.21	 1.31101	0.063702	-0.882457	 5.73	16.09	15.532	 4.247	8.353181	   -inf	 0.0000	 1.1760	4835	496	305.614	98.535	15.711	  15.6969	  4.16846	  33.2814
#0000214	2020/01/27 02:00:25	18.21	 1.31037	0.065453	-0.882015	 5.73	16.07	15.549	 4.247	8.383589	   -inf	 0.0000	 1.1762	4835	496	304.444	98.198	15.731	  15.7149	  4.16792	  33.2615
#0000215	2020/01/27 02:30:25	18.20	 1.31043	0.068968	-0.880581	 5.74	16.11	15.547	 4.271	8.444959	   -inf	 0.0000	 1.1750	4835	496	305.271	98.451	15.724	  15.7087	  4.16818	  33.2690
#0000216	2020/01/27 03:00:25	18.20	 1.31038	0.067318	-0.880182	 5.75	16.08	15.549	 4.318	8.416154	   -inf	 0.0000	 1.1747	4835	496	304.808	98.308	15.727	  15.7066	  4.16837	  33.2725
#0000217	2020/01/27 03:30:25	18.20	 1.31117	0.063476	-0.882814	 5.73	16.11	15.527	 4.484	8.349288	   -inf	 0.0000	 1.1759	4835	496	300.754	96.931	15.694	  15.6695	  4.16901	  33.3094
#0000218	2020/01/27 04:00:25	18.20	 1.31332	0.066167	-0.881976	 5.75	16.03	15.470	 4.611	8.396834	   -inf	 0.0000	 1.1787	4835	496	304.611	98.046	15.633	  15.6083	  4.16572	  33.3318
#0000219	2020/01/27 04:30:25	18.20	 1.31418	0.065783	-0.880665	 5.74	16.02	15.447	 4.778	8.390354	   -inf	 0.0000	 1.1794	4835	496	304.305	97.914	15.616	  15.5986	  4.16704	  33.3519
#0000220	2020/01/27 05:00:25	18.19	 1.31480	0.067000	-0.881875	 5.73	15.98	15.431	 4.928	8.411759	   -inf	 0.0000	 1.1809	4835	496	304.721	98.016	15.601	  15.5835	  4.16804	  33.3736
#0000221	2020/01/27 05:30:25	18.19	 1.31528	0.066378	-0.883451	 5.74	15.99	15.418	 5.054	8.401031	   -inf	 0.0000	 1.1832	4835	496	304.653	97.969	15.590	  15.5716	  4.16978	  33.3992
#0000222	2020/01/27 06:00:25	18.19	 1.31564	0.066808	-0.881000	 5.75	15.95	15.408	 5.192	8.408629	   -inf	 0.0000	 1.1840	4835	496	303.584	97.612	15.583	  15.5668	  4.17068	  33.4114
#0000223	2020/01/27 06:30:25	18.19	 1.31573	0.065365	-0.883665	 5.73	15.97	15.406	 5.296	8.383451	   -inf	 0.0000	 1.1832	4835	496	302.072	97.127	15.584	  15.5684	  4.17058	  33.4091
#0000224	2020/01/27 07:00:25	18.19	 1.31585	0.065550	-0.885311	 5.74	15.94	15.402	 5.319	8.386722	   -inf	 0.0000	 1.1855	4835	496	301.267	96.855	15.578	  15.5614	  4.17050	  33.4143
#0000225	2020/01/27 07:30:25	18.18	 1.31610	0.063769	-0.883085	 5.73	15.97	15.396	 5.379	8.355679	   -inf	 0.0000	 1.1831	4835	496	301.626	96.956	15.570	  15.5544	  4.16995	  33.4154
#0000226	2020/01/27 08:00:25	18.18	 1.31622	0.065597	-0.883271	 5.73	15.93	15.392	 5.356	8.387647	   -inf	 0.0000	 1.1815	4835	496	303.832	97.665	15.571	  15.5560	  4.17159	  33.4287
#0000227	2020/01/27 08:30:25	18.18	 1.31618	0.066321	-0.883433	 5.75	15.96	15.394	 5.304	8.400271	   -inf	 0.0000	 1.1856	4835	496	302.120	97.118	15.572	  15.5572	  4.17132	  33.4252
#0000228	2020/01/27 09:00:25	18.18	 1.31621	0.064676	-0.884893	 5.73	15.93	15.393	 5.227	8.371547	   -inf	 0.0000	 1.1867	4835	496	300.979	96.746	15.569	  15.5529	  4.17160	  33.4313
#0000229	2020/01/27 09:30:25	18.18	 1.31709	0.065035	-0.883254	 5.74	15.94	15.369	 5.156	8.378057	   -inf	 0.0000	 1.1857	4835	496	303.155	97.380	15.538	  15.5175	  4.16701	  33.4204
#0000230	2020/01/27 10:00:25	18.18	 1.31687	0.068185	-0.880571	 5.73	15.91	15.375	 5.086	8.433012	   -inf	 0.0000	 1.1866	4835	496	301.854	96.994	15.553	  15.5398	  4.16862	  33.4158
#0000231	2020/01/27 10:30:25	18.17	 1.31682	0.064428	-0.881483	 5.74	15.94	15.377	 4.974	8.367368	   -inf	 0.0000	 1.1831	4835	496	299.623	96.280	15.555	  15.5393	  4.16979	  33.4267
#0000232	2020/01/27 11:00:25	18.17	 1.31664	0.064406	-0.882238	 5.75	15.91	15.381	 4.927	8.366938	   -inf	 0.0000	 1.1847	4835	496	299.278	96.183	15.561	  15.5471	  4.16996	  33.4216
#0000233	2020/01/27 11:30:25	18.17	 1.31640	0.064010	-0.882329	 5.73	15.95	15.388	 4.909	8.359959	   -inf	 0.0000	 1.1850	4835	496	301.302	96.850	15.570	  15.5565	  4.16979	  33.4121
#0000234	2020/01/27 12:00:25	18.17	 1.31659	0.064392	-0.883013	 5.73	15.92	15.383	 4.810	8.366695	   -inf	 0.0000	 1.1857	4835	496	300.007	96.408	15.557	  15.5409	  4.16896	  33.4180
#0000235	2020/01/27 12:30:25	18.16	 1.31666	0.067989	-0.879487	 5.74	15.94	15.381	 4.813	8.429537	   -inf	 0.0000	 1.1836	4835	496	300.472	96.564	15.560	  15.5439	  4.16910	  33.4166
#0000236	2020/01/27 13:00:25	18.16	 1.31659	0.065886	-0.883954	 5.73	15.92	15.383	 4.866	8.392779	   -inf	 0.0000	 1.1870	4835	496	299.950	96.393	15.559	  15.5439	  4.16896	  33.4154
#0000237	2020/01/27 13:30:25	18.16	 1.31694	0.061968	-0.883476	 5.75	15.94	15.373	 4.926	8.324437	   -inf	 0.0000	 1.1857	4835	496	297.561	95.607	15.550	  15.5334	  4.16779	  33.4138
#0000238	2020/01/27 14:00:25	18.16	 1.31708	0.063205	-0.882896	 5.75	15.91	15.370	 4.991	8.346075	   -inf	 0.0000	 1.1870	4835	496	297.701	95.644	15.546	  15.5308	  4.16688	  33.4079
#0000239	2020/01/27 14:30:25	18.16	 1.32441	0.061791	-0.884472	 5.75	15.89	15.174	 5.093	8.323264	   -inf	 0.0000	 1.1778	4835	496	302.967	96.778	15.278	  15.2043	  4.13508	  33.4000
