"Current time"	2018/04/17 17:43:42
#0005091	2018/08/01 19:30:25	16.58	 1.00505	0.072691	-0.843114	 5.74	24.96	24.460	 5.048	7.861626	8.314214	 0.0000	 0.5303	4835	496	176.190	67.685	24.506	  24.5068	  5.10361	  33.8640
#0005092	2018/08/01 20:00:25	16.58	 1.00465	0.072533	-0.843269	 5.73	25.00	24.473	 5.121	7.858850	8.311456	 0.0000	 0.5273	4835	496	225.289	86.600	24.538	  24.7235	  5.12277	  33.8434
#0005093	2018/08/01 20:30:25	16.58	 1.00202	0.072374	-0.843351	 5.74	25.15	24.558	 5.153	7.855495	8.309193	 0.0000	 0.5262	4835	496	223.764	86.238	24.678	  24.9034	  5.14346	  33.8615
#0005094	2018/08/01 21:00:25	16.58	 0.99820	0.072430	-0.843185	 5.73	25.27	24.682	 5.096	7.855484	8.310746	 0.0000	 0.5205	4835	496	205.169	79.259	24.806	  24.9585	  5.14663	  33.8436
#0005095	2018/08/01 21:30:25	16.58	 0.99481	0.072641	-0.842905	 5.74	25.33	24.792	 5.094	7.858205	8.314377	 0.0000	 0.5135	4835	496	198.086	76.647	24.894	  24.9258	  5.14278	  33.8397
#0005096	2018/08/01 22:00:25	16.58	 0.99282	0.072761	-0.842727	 5.74	25.33	24.857	 5.017	7.859734	8.316715	 0.0000	 0.5103	4835	496	189.949	73.541	24.926	  24.8086	  5.13060	  33.8375
#0005097	2018/08/01 22:30:25	16.58	 0.99263	0.072752	-0.842727	 5.74	25.29	24.863	 4.935	7.859537	8.316656	 0.0000	 0.5106	4835	496	185.410	71.748	24.898	  25.0855	  5.15006	  33.7739
#0005098	2018/08/01 23:00:25	16.57	 0.99027	0.072988	-0.842430	 5.73	25.49	24.940	 4.812	7.862920	8.320892	 0.0000	 0.5009	4835	496	244.836	95.043	25.069	  25.0571	  5.15522	  33.8331
#0005099	2018/08/01 23:30:25	16.57	 0.98620	0.072845	-0.842486	 5.74	25.61	25.073	 4.753	7.859483	8.318589	 0.0000	 0.4976	4835	496	230.975	89.895	25.210	  25.2807	  5.17598	  33.8189
#0005100	2018/08/02 00:00:25	16.57	 0.98308	0.072520	-0.842699	 5.75	25.69	25.175	 4.648	7.853189	8.313963	 0.0000	 0.4935	4835	496	221.310	86.241	25.277	  25.3879	  5.18592	  33.8121
#0005101	2018/08/02 00:30:25	16.57	 0.98005	0.072006	-0.843153	 5.75	25.83	25.275	 4.657	7.843741	8.305275	 0.0000	 0.4892	4835	496	199.629	77.985	25.412	  25.5598	  5.20433	  33.8189
#0005102	2018/08/02 01:00:25	16.57	 0.97567	0.070515	-0.844546	 5.74	25.95	25.419	 4.589	7.817469	8.280307	 0.0000	 0.4812	4835	496	180.108	70.514	25.532	  25.5669	  5.20319	  33.8053
#0005103	2018/08/02 01:30:25	16.57	 0.97404	0.069500	-0.845501	 5.73	25.91	25.473	 4.556	7.799934	8.263644	 0.0000	 0.4822	4835	496	153.932	60.235	25.503	  25.4751	  5.18860	  33.7668
#0005104	2018/08/02 02:00:25	16.57	 0.97308	0.068849	-0.846125	 5.75	26.01	25.504	 4.518	7.788710	8.252793	 0.0000	 0.4770	4835	496	71.604	28.060	25.582	  25.5476	  5.20369	  33.8233
#0005105	2018/08/02 02:30:25	16.57	 0.97176	0.068177	-0.846744	 5.73	26.02	25.548	 4.521	7.777044	8.241921	 0.0000	 0.4794	4835	496	-0.599	-0.235	25.597	  25.6005	  5.20505	  33.7940
#0005106	2018/08/02 03:00:25	16.57	 0.97100	0.069454	-0.845427	 5.75	26.05	25.574	 4.573	7.798386	8.263885	 0.0000	 0.4833	4835	496	-0.656	-0.257	25.640	  25.6250	  5.20823	  33.7990
#0005107	2018/08/02 03:30:25	16.57	 0.97018	0.070621	-0.844256	 5.75	26.07	25.601	 4.624	7.817881	8.283376	 0.0000	 0.4744	4835	496	-0.664	-0.260	25.651	  25.7123	  5.21663	  33.7955
#0005108	2018/08/02 04:00:25	16.57	 0.97049	0.070973	-0.843993	 5.74	25.96	25.590	 4.773	7.823899	8.287915	 0.0000	 0.4790	4835	496	-0.658	-0.258	25.537	  25.0394	  5.14716	  33.7870
#0005109	2018/08/02 04:30:25	16.57	 0.97940	0.071390	-0.843762	 5.73	25.62	25.296	 4.835	7.833170	8.294770	 0.0000	 0.4966	4835	496	17.171	6.682	25.207	  24.9148	  5.13012	  33.7543
#0005110	2018/08/02 05:00:25	16.57	 0.98651	0.072088	-0.843218	 5.74	25.49	25.063	 4.922	7.846757	8.306333	 0.0000	 0.5112	4835	496	102.298	39.698	25.051	  25.0251	  5.15596	  33.8625
#0005111	2018/08/02 05:30:25	16.57	 0.98654	0.072918	-0.842350	 5.74	25.63	25.062	 4.972	7.860803	8.321008	 0.0000	 0.4935	4835	496	120.862	46.990	25.152	  25.4039	  5.21336	  34.0011
#0005112	2018/08/02 06:00:25	16.57	 0.98217	0.072682	-0.842530	 5.75	25.74	25.205	 5.029	7.855697	8.316501	 0.0000	 0.4919	4835	496	69.098	26.924	25.272	  25.1398	  5.19802	  34.0866
#0005113	2018/08/02 06:30:25	16.57	 0.98298	0.080724	-0.834557	 5.73	25.60	25.178	 5.104	7.991768	8.451465	 0.0000	 0.4984	4835	496	70.116	27.266	25.163	  24.9193	  5.15754	  33.9537
#0005114	2018/08/02 07:00:25	16.57	 0.98754	0.082868	-0.832559	 5.73	25.39	25.029	 5.184	8.029231	8.486824	 0.0000	 0.5141	4835	496	95.851	37.135	24.961	  24.5761	  5.10713	  33.8380
#0005115	2018/08/02 07:30:25	16.57	 0.99478	0.082146	-0.833462	 5.73	25.17	24.793	 5.200	8.018970	8.474091	 0.0000	 0.5263	4835	496	54.835	21.155	24.735	  24.5918	  5.11339	  33.8727
#0005116	2018/08/02 08:00:25	16.57	 0.99830	0.082936	-0.832769	 5.74	25.12	24.678	 5.223	8.033293	8.487050	 0.0000	 0.5261	4835	496	141.237	54.415	24.662	  24.6118	  5.12265	  33.9265
#0005117	2018/08/02 08:30:25	16.57	 0.99989	0.082322	-0.833430	 5.74	25.11	24.627	 5.197	8.023335	8.476410	 0.0000	 0.5258	4835	496	175.766	67.698	24.645	  24.6328	  5.12786	  33.9495
#0005118	2018/08/02 09:00:25	16.57	 1.00033	0.082121	-0.833636	 5.74	25.11	24.613	 5.101	8.020043	8.473077	 0.0000	 0.5221	4835	496	172.593	66.479	24.648	  24.6186	  5.12912	  33.9695
#0005119	2018/08/02 09:30:25	16.57	 1.00044	0.081924	-0.833858	 5.74	25.10	24.609	 5.001	8.016737	8.469356	 0.0000	 0.5274	4835	496	178.184	68.632	24.647	  24.6176	  5.12935	  33.9720
#0005120	2018/08/02 10:00:25	16.57	 1.00059	0.081724	-0.834048	 5.74	25.10	24.604	 4.913	8.013398	8.466187	 0.0000	 0.5247	4835	496	186.706	71.909	24.643	  24.7112	  5.13486	  33.9423
#0005121	2018/08/02 10:30:25	16.57	 0.99972	0.081298	-0.834442	 5.74	25.15	24.632	 4.814	8.005960	8.459219	 0.0000	 0.5204	4835	496	225.565	86.972	24.703	  24.6197	  5.13261	  33.9947
#0005122	2018/08/02 11:00:25	16.57	 0.99921	0.080656	-0.835092	 5.72	25.10	24.649	 4.735	7.994957	8.448046	 0.0000	 0.5247	4835	496	199.523	76.914	24.692	  24.5940	  5.12610	  33.9657
#0005123	2018/08/02 11:30:25	16.57	 0.99996	0.080100	-0.835688	 5.72	25.08	24.625	 4.634	7.985747	8.438227	 0.0000	 0.5275	4835	496	155.171	59.775	24.654	  24.6099	  5.12637	  33.9557
#0005124	2018/08/02 12:00:25	16.57	 1.00055	0.079766	-0.836019	 5.74	25.09	24.606	 4.512	7.980237	8.432820	 0.0000	 0.5226	4835	496	146.274	56.336	24.643	  24.6507	  5.12855	  33.9411
#0005125	2018/08/02 12:30:25	16.57	 1.00048	0.079628	-0.836167	 5.74	25.12	24.608	 4.394	7.977885	8.430288	 0.0000	 0.5252	4835	496	149.337	57.535	24.660	  24.7708	  5.13842	  33.9238
#0005126	2018/08/02 13:00:25	16.57	 0.99935	0.079721	-0.836009	 5.74	25.18	24.644	 4.277	7.979173	8.432575	 0.0000	 0.5212	4835	496	154.082	59.422	24.714	  24.7138	  5.13598	  33.9487
#0005127	2018/08/02 13:30:25	16.57	 0.99795	0.079331	-0.836383	 5.73	25.17	24.690	 4.235	7.972188	8.425771	 0.0000	 0.5209	4835	496	153.645	59.295	24.752	  24.6847	  5.12767	  33.9088
#0005128	2018/08/02 14:00:25	16.57	 0.99701	0.078763	-0.836907	 5.73	25.24	24.720	 4.170	7.962341	8.416579	 0.0000	 0.5160	4835	496	180.628	69.768	24.798	  24.9088	  5.15833	  33.9674
#0005129	2018/08/02 14:30:25	16.57	 0.99473	0.078173	-0.837474	 5.73	25.29	24.794	 4.163	7.951758	8.406207	 0.0000	 0.5126	4835	496	181.135	70.074	24.883	  24.7153	  5.13245	  33.9214
#0005130	2018/08/02 15:00:25	16.57	 0.99359	0.077336	-0.838284	 5.74	25.27	24.832	 4.172	7.937301	8.392118	 0.0000	 0.5123	4835	496	160.638	62.159	24.895	  24.9286	  5.15034	  33.8934
#0005131	2018/08/02 15:30:25	16.57	 0.99203	0.076766	-0.838788	 5.74	25.38	24.882	 4.201	7.927258	8.383062	 0.0000	 0.5136	4835	496	179.317	69.491	24.977	  25.0372	  5.16030	  33.8855
#0005132	2018/08/02 16:00:25	16.57	 0.98973	0.076187	-0.839309	 5.73	25.46	24.957	 4.267	7.916870	8.373478	 0.0000	 0.5073	4835	496	167.806	65.119	25.051	  25.1875	  5.17493	  33.8808
#0005133	2018/08/02 16:30:25	16.57	 0.98709	0.074662	-0.840856	 5.73	25.50	25.044	 4.459	7.890404	8.346441	 0.0000	 0.5056	4835	496	120.606	46.804	25.053	  23.9614	  5.05736	  33.9310
#0005134	2018/08/02 17:00:25	16.57	 1.00657	0.073634	-0.842346	 5.74	24.58	24.411	 4.598	7.877970	8.327712	 0.0000	 0.5522	4835	496	8.245	3.149	24.192	  23.3265	  4.96485	  33.7144
#0005135	2018/08/02 17:30:25	16.57	 1.02353	0.075829	-0.840494	 5.72	24.15	23.868	 4.650	7.919474	8.364713	 0.0000	 0.5744	4835	496	8.187	3.100	23.727	  23.3984	  4.98526	  33.8149
#0005136	2018/08/02 18:00:25	16.57	 1.02870	0.076943	-0.839522	 5.72	24.19	23.704	 4.749	7.939693	8.382913	 0.0000	 0.5749	4835	496	44.077	16.685	23.718	  23.8403	  5.02311	  33.7649
#0005137	2018/08/02 18:30:25	16.57	 1.02804	0.074959	-0.841515	 5.74	24.26	23.725	 4.803	7.905849	8.348863	 0.0000	 0.5679	4835	496	26.070	9.882	23.788	  23.7746	  5.01866	  33.7812
#0005138	2018/08/02 19:00:25	16.57	 1.02780	0.074410	-0.842080	 5.74	24.21	23.733	 4.990	7.896472	8.339182	 0.0000	 0.5686	4835	496	1.344	0.509	23.746	  23.5502	  4.99308	  33.7584
#0005139	2018/08/02 19:30:25	16.57	 1.03004	0.075125	-0.841356	 5.74	24.15	23.662	 5.048	7.909164	8.352208	 0.0000	 0.5739	4835	496	13.460	5.094	23.704	  23.7785	  5.01624	  33.7599
#0005140	2018/08/02 20:00:25	16.56	 1.02893	0.075379	-0.841073	 5.72	24.24	23.697	 5.121	7.913208	8.356657	 0.0000	 0.5672	4835	496	80.694	30.580	23.777	  23.8532	  5.02889	  33.7987
#0005141	2018/08/02 20:30:25	16.56	 1.02688	0.075578	-0.840822	 5.72	24.32	23.762	 5.158	7.916069	8.360241	 0.0000	 0.5656	4835	496	102.074	38.745	23.864	  23.9888	  5.04642	  33.8278
#0005142	2018/08/02 21:00:25	16.56	 1.02386	0.076391	-0.839946	 5.72	24.51	23.858	 5.224	7.929086	8.374115	 0.0000	 0.5580	4835	496	65.067	24.770	24.019	  24.4779	  5.09458	  33.8185
#0005143	2018/08/02 21:30:25	16.56	 1.01658	0.076854	-0.839284	 5.74	24.76	24.090	 5.224	7.935081	8.382923	 0.0000	 0.5429	4835	496	35.515	13.589	24.291	  24.6186	  5.10902	  33.8201
#0005144	2018/08/02 22:00:25	16.56	 1.01037	0.076888	-0.839087	 5.73	24.88	24.289	 5.161	7.934069	8.384195	 0.0000	 0.5377	4835	496	10.637	4.082	24.453	  24.6160	  5.11214	  33.8452
#0005145	2018/08/02 22:30:25	16.56	 1.00558	0.076613	-0.839259	 5.74	25.01	24.443	 5.117	7.928179	8.379666	 0.0000	 0.5260	4835	496	-0.611	-0.235	24.578	  24.5265	  5.11543	  33.9373
#0005146	2018/08/02 23:00:25	16.56	 1.00297	0.076325	-0.839478	 5.73	24.93	24.527	 5.040	7.922629	8.375079	 0.0000	 0.5305	4835	496	13.614	5.238	24.591	  24.1806	  5.07004	  33.8598
#0005147	2018/08/02 23:30:25	16.56	 1.00277	0.076191	-0.839635	 5.74	25.03	24.534	 4.968	7.920309	8.372355	 0.0000	 0.5289	4835	496	26.523	10.214	24.636	  24.7725	  5.13156	  33.8717
#0005148	2018/08/03 00:00:25	16.56	 0.99929	0.076403	-0.839295	 5.74	25.15	24.646	 4.844	7.922997	8.376953	 0.0000	 0.5237	4835	496	3.062	1.182	24.754	  24.4229	  5.10300	  33.9229
#0005149	2018/08/03 00:30:25	16.56	 0.99778	0.076355	-0.839345	 5.74	25.16	24.695	 4.756	7.921794	8.375589	 0.0000	 0.5258	4835	496	-0.631	-0.243	24.758	  24.7444	  5.12945	  33.8771
#0005150	2018/08/03 01:00:25	16.56	 0.99704	0.076187	-0.839494	 5.73	25.20	24.719	 4.743	7.918756	8.372816	 0.0000	 0.5213	4835	496	-0.632	-0.244	24.786	  24.8569	  5.13903	  33.8636
#0005151	2018/08/03 01:30:25	16.56	 0.99493	0.076083	-0.839539	 5.73	25.35	24.788	 4.600	7.916455	8.371340	 0.0000	 0.5081	4835	496	135.347	52.419	24.943	  25.0882	  5.16091	  33.8518
#0005152	2018/08/03 02:00:25	16.56	 0.99062	0.075754	-0.839758	 5.74	25.31	24.928	 4.621	7.909786	8.366193	 0.0000	 0.5169	4835	496	7.365	2.857	25.024	  24.8514	  5.12208	  33.7423
#0005153	2018/08/03 02:30:25	16.56	 0.98969	0.075604	-0.839860	 5.73	25.37	24.959	 4.557	7.907006	8.364151	 0.0000	 0.5125	4835	496	40.627	15.760	25.031	  25.1112	  5.15960	  33.8250
#0005154	2018/08/03 03:00:25	16.56	 0.98831	0.075375	-0.840076	 5.74	25.48	25.004	 4.535	7.902777	8.360045	 0.0000	 0.5053	4835	496	17.653	6.854	25.082	  25.1720	  5.16666	  33.8316
#0005155	2018/08/03 03:30:25	16.56	 0.98645	0.075127	-0.840274	 5.73	25.57	25.064	 4.526	7.898100	8.356071	 0.0000	 0.5021	4835	496	16.102	6.261	25.162	  25.2017	  5.16665	  33.8093
#0005156	2018/08/03 04:00:25	16.56	 0.98395	0.074771	-0.840540	 5.73	25.66	25.146	 4.573	7.891444	8.350728	 0.0000	 0.4938	4835	496	36.671	14.283	25.250	  25.3801	  5.18425	  33.8056
#0005157	2018/08/03 04:30:25	16.56	 0.98081	0.074547	-0.840683	 5.73	25.78	25.250	 4.623	7.886858	8.347249	 0.0000	 0.4908	4835	496	5.955	2.324	25.361	  25.4116	  5.19440	  33.8565
#0005158	2018/08/03 05:00:25	16.56	 0.97860	0.074391	-0.840867	 5.73	25.81	25.322	 4.727	7.883649	8.343390	 0.0000	 0.4911	4835	496	-0.654	-0.256	25.391	  25.4021	  5.19251	  33.8497
#0005159	2018/08/03 05:30:25	16.56	 0.97751	0.074359	-0.840861	 5.74	25.83	25.358	 4.737	7.882821	8.343126	 0.0000	 0.4862	4835	496	-0.645	-0.252	25.414	  25.3959	  5.19385	  33.8641
#0005160	2018/08/03 06:00:25	16.56	 0.97710	0.074258	-0.840930	 5.73	25.81	25.372	 4.788	7.881018	8.341819	 0.0000	 0.4903	4835	496	-0.653	-0.255	25.405	  25.1550	  5.16697	  33.8465
#0005161	2018/08/03 06:30:25	16.56	 0.99565	0.077632	-0.838032	 5.73	25.09	24.765	 4.962	7.942847	8.397086	 0.0000	 0.5248	4835	496	56.049	21.607	24.693	  23.7099	  5.01836	  33.8282
#0005162	2018/08/03 07:00:25	16.56	 1.01447	0.076833	-0.839244	 5.72	24.50	24.158	 5.005	7.934184	8.382906	 0.0000	 0.5478	4835	496	110.654	42.155	24.058	  23.8940	  5.03244	  33.7945
#0005163	2018/08/03 07:30:25	16.56	 1.01826	0.080823	-0.835402	 5.72	24.50	24.036	 5.038	8.002830	8.449314	 0.0000	 0.5521	4835	496	30.340	11.549	24.014	  23.8070	  5.02810	  33.8279
#0005164	2018/08/03 08:00:25	16.56	 1.02015	0.080751	-0.835526	 5.73	24.52	23.976	 5.051	8.002097	8.447860	 0.0000	 0.5575	4835	496	174.384	66.401	24.031	  24.1928	  5.06841	  33.8383
#0005165	2018/08/03 08:30:25	16.56	 1.01794	0.081436	-0.834796	 5.74	24.64	24.046	 5.067	8.013128	8.459495	 0.0000	 0.5520	4835	496	213.512	81.496	24.160	  24.2943	  5.08148	  33.8593
#0005166	2018/08/03 09:00:25	16.56	 1.01439	0.081334	-0.834782	 5.72	24.80	24.160	 5.082	8.010476	8.458518	 0.0000	 0.5412	4835	496	207.712	79.554	24.343	  24.8224	  5.13414	  33.8533
#0005167	2018/08/03 09:30:25	16.56	 1.00622	0.080814	-0.835094	 5.74	25.06	24.422	 5.082	7.999485	8.450423	 0.0000	 0.5301	4835	496	154.360	59.390	24.588	  24.6924	  5.13324	  33.9444
#0005168	2018/08/03 10:00:25	16.56	 1.00178	0.080585	-0.835200	 5.72	25.11	24.566	 4.993	7.994427	8.447103	 0.0000	 0.5271	4835	496	127.780	49.241	24.673	  24.6267	  5.12701	  33.9477
#0005169	2018/08/03 10:30:25	16.56	 0.99999	0.078688	-0.837046	 5.74	25.12	24.624	 4.932	7.961842	8.415246	 0.0000	 0.5240	4835	496	21.721	8.373	24.688	  24.6765	  5.13400	  33.9622
#0005170	2018/08/03 11:00:25	16.56	 0.99972	0.077383	-0.838352	 5.73	25.09	24.633	 4.828	7.939685	8.393041	 0.0000	 0.5263	4835	496	-0.620	-0.239	24.672	  24.6011	  5.12360	  33.9416
#0005171	2018/08/03 11:30:25	16.56	 1.00002	0.077022	-0.838723	 5.74	25.08	24.623	 4.737	7.933661	8.386871	 0.0000	 0.5247	4835	496	-0.630	-0.243	24.664	  24.4792	  5.11682	  33.9834
#0005172	2018/08/03 12:00:25	16.56	 1.00005	0.076938	-0.838822	 5.74	25.06	24.622	 4.627	7.932242	8.385207	 0.0000	 0.5219	4835	496	-0.650	-0.250	24.668	  24.5386	  5.11927	  33.9567
#0005173	2018/08/03 12:30:25	16.56	 1.00050	0.076863	-0.838902	 5.72	25.04	24.607	 4.523	7.931086	8.384008	 0.0000	 0.5239	4835	496	-0.659	-0.254	24.645	  24.6591	  5.12962	  33.9426
#0005174	2018/08/03 13:00:25	16.56	 1.00068	0.076910	-0.838899	 5.74	25.07	24.602	 4.471	7.931942	8.384117	 0.0000	 0.5271	4835	496	-0.651	-0.251	24.648	  24.6606	  5.13038	  33.9472
#0005175	2018/08/03 13:30:25	16.56	 1.00047	0.076896	-0.838921	 5.73	25.09	24.608	 4.406	7.931648	8.383679	 0.0000	 0.5260	4835	496	0.826	0.318	24.658	  24.6717	  5.13112	  33.9444
#0005176	2018/08/03 14:00:25	16.56	 1.00007	0.076794	-0.839016	 5.74	25.11	24.621	 4.370	7.929822	8.381926	 0.0000	 0.5263	4835	496	51.536	19.860	24.672	  24.6725	  5.12976	  33.9336
#0005177	2018/08/03 14:30:25	16.56	 0.99962	0.076562	-0.839215	 5.74	25.12	24.636	 4.314	7.925768	8.378407	 0.0000	 0.5236	4835	496	56.279	21.695	24.692	  24.6541	  5.12901	  33.9419
#0005178	2018/08/03 15:00:25	16.56	 0.99917	0.076360	-0.839417	 5.73	25.08	24.650	 4.293	7.922243	8.374842	 0.0000	 0.5224	4835	496	-0.320	-0.123	24.682	  24.4988	  5.11264	  33.9374
#0005179	2018/08/03 15:30:25	16.56	 1.00066	0.076126	-0.839672	 5.72	25.02	24.602	 4.318	7.918660	8.371021	 0.0000	 0.5289	4835	496	-0.653	-0.251	24.607	  24.5501	  5.11688	  33.9302
#0005180	2018/08/03 16:00:25	16.56	 1.00092	0.075849	-0.839968	 5.74	25.10	24.593	 4.299	7.914034	8.366110	 0.0000	 0.5261	4835	496	130.533	50.304	24.676	  24.7744	  5.13385	  33.8872
#0005181	2018/08/03 16:30:25	16.56	 0.99858	0.075397	-0.840336	 5.73	25.21	24.669	 4.372	7.905789	8.359098	 0.0000	 0.5209	4835	496	150.470	58.101	24.781	  24.6486	  5.12997	  33.9532
#0005182	2018/08/03 17:00:25	16.56	 0.99567	0.072999	-0.842712	 5.74	25.24	24.764	 4.494	7.864467	8.317927	 0.0000	 0.5166	4835	496	45.286	17.497	24.815	  24.4080	  5.08544	  33.8030
#0005183	2018/08/03 17:30:25	16.56	 1.00501	0.072473	-0.843525	 5.73	24.75	24.461	 4.563	7.857918	8.307240	 0.0000	 0.5386	4835	496	-0.650	-0.249	24.365	  23.7055	  5.01198	  33.7833
#0005184	2018/08/03 18:00:25	16.56	 1.01638	0.073216	-0.842982	 5.74	24.42	24.096	 4.708	7.873348	8.320152	 0.0000	 0.5565	4835	496	-0.657	-0.250	24.003	  23.6735	  5.00702	  33.7701
#0005185	2018/08/03 18:30:25	16.56	 1.02161	0.073653	-0.842641	 5.72	24.36	23.930	 4.778	7.882067	8.327641	 0.0000	 0.5630	4835	496	2.774	1.054	23.920	  23.8035	  5.01730	  33.7490
#0005186	2018/08/03 19:00:25	16.55	 1.02366	0.073920	-0.842474	 5.74	24.35	23.864	 4.862	7.887115	8.331149	 0.0000	 0.5651	4835	496	-0.634	-0.241	23.894	  23.9054	  5.02953	  33.7638
#0005187	2018/08/03 19:30:25	16.55	 1.02304	0.074525	-0.841874	 5.74	24.44	23.884	 4.933	7.897218	8.341130	 0.0000	 0.5565	4835	496	150.223	57.148	23.982	  24.1595	  5.05912	  33.7938
#0005188	2018/08/03 20:00:25	16.55	 1.01996	0.074963	-0.841380	 5.74	24.53	23.982	 5.044	7.903880	8.348504	 0.0000	 0.5529	4835	496	214.962	81.933	24.084	  24.1696	  5.06420	  33.8243
#0005189	2018/08/03 20:30:25	16.55	 1.01762	0.075380	-0.840919	 5.74	24.58	24.057	 5.121	7.910358	8.355548	 0.0000	 0.5516	4835	496	200.672	76.579	24.149	  24.1156	  5.06279	  33.8546
#0005190	2018/08/03 21:00:25	16.55	 1.01644	0.075660	-0.840615	 5.74	24.58	24.095	 5.190	7.914798	8.360312	 0.0000	 0.5500	4835	496	202.431	77.254	24.151	  24.1495	  5.06430	  33.8403
#0005191	2018/08/03 21:30:25	16.55	 1.01611	0.075884	-0.840371	 5.72	24.62	24.105	 5.239	7.918517	8.364344	 0.0000	 0.5481	4835	496	231.597	88.410	24.167	  24.4319	  5.08421	  33.7759
#0005192	2018/08/03 22:00:25	16.55	 1.01432	0.075568	-0.840595	 5.74	24.74	24.162	 5.255	7.912708	8.359941	 0.0000	 0.5459	4835	496	205.598	78.636	24.270	  24.3893	  5.08304	  33.7992
#0005193	2018/08/03 22:30:25	16.55	 1.01155	0.074485	-0.841637	 5.74	24.77	24.251	 5.227	7.893651	8.341376	 0.0000	 0.5422	4835	496	165.251	63.282	24.335	  24.3583	  5.07895	  33.7921
#0005194	2018/08/03 23:00:25	16.55	 1.01025	0.073431	-0.842637	 5.74	24.78	24.293	 5.206	7.875467	8.323995	 0.0000	 0.5388	4835	496	147.847	56.639	24.356	  24.3653	  5.07912	  33.7881
#0005195	2018/08/03 23:30:25	16.55	 1.00968	0.072478	-0.843607	 5.74	24.81	24.311	 5.120	7.859166	8.307369	 0.0000	 0.5384	4835	496	139.304	53.389	24.379	  24.3799	  5.08625	  33.8303
#0005196	2018/08/04 00:00:25	16.55	 1.00946	0.071496	-0.844579	 5.74	24.77	24.318	 5.043	7.842475	8.290828	 0.0000	 0.5415	4835	496	117.373	44.962	24.353	  24.5035	  5.08239	  33.7084
#0005197	2018/08/04 00:30:25	16.55	 1.00732	0.070312	-0.845644	 5.72	24.98	24.387	 4.966	7.821898	8.272095	 0.0000	 0.5346	4835	496	216.103	83.064	24.535	  24.6800	  5.11338	  33.8063
#0005198	2018/08/04 01:00:25	16.55	 1.00308	0.069126	-0.846741	 5.72	25.00	24.524	 4.877	7.800778	8.252158	 0.0000	 0.5300	4835	496	170.312	65.569	24.622	  24.4163	  5.08411	  33.7869
#0005199	2018/08/04 01:30:25	16.55	 1.00227	0.068393	-0.847500	 5.74	24.97	24.550	 4.796	7.788163	8.239037	 0.0000	 0.5315	4835	496	176.026	67.753	24.610	  24.5121	  5.08990	  33.7579
#0005200	2018/08/04 02:00:25	16.55	 1.00209	0.067132	-0.848752	 5.72	24.99	24.556	 4.773	7.766775	8.217792	 0.0000	 0.5279	4835	496	159.867	61.520	24.598	  24.6713	  5.10229	  33.7305
#0005201	2018/08/04 02:30:25	16.55	 1.00197	0.066714	-0.849132	 5.74	25.07	24.560	 4.629	7.759673	8.211322	 0.0000	 0.5270	4835	496	139.798	53.832	24.632	  24.7442	  5.11402	  33.7629
#0005202	2018/08/04 03:00:25	16.55	 1.00011	0.066234	-0.849553	 5.72	25.15	24.620	 4.566	7.751088	8.203609	 0.0000	 0.5255	4835	496	128.659	49.621	24.718	  24.7916	  5.11841	  33.7599
#0005203	2018/08/04 03:30:25	16.55	 0.99754	0.066058	-0.849681	 5.73	25.24	24.703	 4.492	7.747506	8.200625	 0.0000	 0.5183	4835	496	118.595	45.815	24.807	  24.5078	  5.09364	  33.7890
#0005204	2018/08/04 04:00:25	16.55	 0.99487	0.065631	-0.850029	 5.74	25.20	24.790	 4.517	7.739636	8.193888	 0.0000	 0.5198	4835	496	116.223	45.017	24.949	  24.6219	  5.09932	  33.7455
#0005205	2018/08/04 04:30:25	16.55	 0.99090	0.065548	-0.850070	 5.74	25.29	24.919	 4.459	7.737288	8.191933	 0.0000	 0.5160	4835	496	104.346	40.526	25.096	  24.8675	  5.14475	  33.8980
#0005206	2018/08/04 05:00:25	16.55	 0.98719	0.064808	-0.850722	 5.73	25.37	25.040	 4.467	7.723896	8.179721	 0.0000	 0.5142	4835	496	62.028	24.114	25.148	  24.9166	  5.13268	  33.7718
#0005207	2018/08/04 05:30:25	16.55	 0.98592	0.065060	-0.850431	 5.74	25.50	25.082	 4.532	7.727847	8.184243	 0.0000	 0.5000	4835	496	40.412	15.714	25.159	  25.2491	  5.16350	  33.7508
#0005208	2018/08/04 06:00:25	16.55	 0.98415	0.065312	-0.850123	 5.73	25.61	25.140	 4.562	7.731680	8.188878	 0.0000	 0.4987	4835	496	25.330	9.860	25.219	  25.2586	  5.17013	  33.7924
#0005209	2018/08/04 06:30:25	16.55	 0.98419	0.066027	-0.849491	 5.73	25.49	25.139	 4.651	7.743770	8.199572	 0.0000	 0.5054	4835	496	-0.637	-0.248	25.103	  24.4663	  5.08659	  33.7677
#0005210	2018/08/04 07:00:25	16.55	 0.99567	0.067328	-0.848412	 5.74	25.06	24.764	 4.703	7.768546	8.221495	 0.0000	 0.5247	4835	496	100.344	38.670	24.676	  24.1821	  5.06195	  33.7980
#0005211	2018/08/04 07:30:25	16.55	 1.00525	0.065706	-0.850220	 5.74	24.82	24.454	 4.741	7.743378	8.193944	 0.0000	 0.5359	4835	496	116.482	44.665	24.406	  24.1707	  5.06503	  33.8297
#0005212	2018/08/04 08:00:25	16.55	 1.00902	0.064861	-0.851158	 5.72	24.79	24.332	 4.786	7.729959	8.179238	 0.0000	 0.5411	4835	496	87.054	33.345	24.349	  24.2465	  5.07715	  33.8631
